date,die_number,production_number,specific_weight,is_Washed,discard_thickness,stretch_reatio,press_start,press_finish,press_type,billet_size,billet_length,billet_lot_no,plan_billet_input,actual_billet_input,actual_ram_speed,actual_die_temp,ok_works,1st_billet_work_length,2nd_billet_work_length,work_qty_from_1st_billet,work_qty_from_2nd_billet,total_ng_works,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,351,billet_No01_work_length,billet_No02_work_length,billet_No03_work_length,billet_No04_work_length,billet_No05_work_length,billet_No06_work_length,billet_No07_work_length,billet_No08_work_length,billet_No09_work_length,billet_No10_work_length,billet_No11_work_length,billet_No12_work_length,billet_No13_work_length,billet_No14_work_length,billet_No15_work_length,billet_No16_work_length,billet_No17_work_length,billet_No18_work_length,billet_No19_work_length,billet_No20_work_length
2021-06-14,MHY20B-V01D,P3319301-M,2.95,Washed,35,0.6,15:00:00,15:25:00,ÅZ,9,1200,94,1,1,4.1,454,0,42.299999237061,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.299999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-15,VV10M1-V01B,DXT156-10-11,3.33,Washed,25,0.6,09:35:00,09:45:00,ÅZ,9,1200,94,1,1,4.7,461,0,37.700000762939,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.700000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-15,DXT192M1-V01D,DXT192-11-3,1.85,Washed,25,0.6,09:00:00,09:30:00,Åù,9,600,153,5,5,3.9,462,,32,33.900001525879,14,15,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,32,33.900001525879,33.799999237061,33.799999237061,33.900001525879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-15,VV14M1-V01D,DXT199-20-23,2.58,Washed,50,0.6,15:00:00,16:00:00,ÅZ,9,1200,94,5,5,2.9,454,,47.400001525879,48.5,21,22,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.400001525879,48.5,49,48.900001525879,48.900001525879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-17,VV15M1-V01D,DXT201-13-13,3.54,Washed,25,0.6,10:15:00,10:50:00,ÅZ,9,1200,94X1+58X1,5,2,4.2,438,,35.200000762939,36.299999237061,15,15,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,35.200000762939,36.299999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-17,DXT155M-V01D,DXT155-38-1,2.43,Washed,25,0.6,11:00:00,11:45:00,ÅZ,9,1200,72X2+58X3,5,5,4.1,446,,26.89999961853,26,11,11,29,0,0,0,22,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.89999961853,26,25.299999237061,26.700000762939,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-18,VV15M1-V01D,DXT201-13-13,3.54,NoWash,25,0.6,14:05:00,14:35:00,ÅZ,9,1200,58,3,3,4.2,457,,36,36.299999237061,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36.299999237061,36.299999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-17,MHY25B-V01D,P3319401-M,4.18,Washed,35,0.6,14:40:00,14:50:00,ÅZ,9,1200,72,1,1,5.8,453,,29.700000762939,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.700000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-18,SY30M-V01B,SY3000-20-1,3.22,Washed,50,0.6,09:00:00,09:20:00,ÅZ,9,1200,58,1,1,8.1,445,0,37.099998474121,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.099998474121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-22,SY30M-V01B,SY3000-20-1,3.22,NoWash,50,0.6,10:00:00,10:20:00,ÅZ,9,1200,72X3+13X1,4,4,8.1,474,,39.5,39.400001525879,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5,39.400001525879,39.5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-23,MHY10B-V01D,P3319101-M,1.02,Washed,25,0.6,09:30:00,10:00:00,ÅZ,9,600,77X1,1,1,1.7,447,,31.10000038147,29,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.10000038147,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-23,MHY16B-V01D,P3319201-M,1.73,Washed,35,0.6,10:00:00,10:20:00,ÅZ,9,600,77X1,1,1,3.6,453,,34,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-24,VJ10M-V01D,VJ100-16-7,0.66,Washed,25,0.6,09:00:00,09:50:00,ÅZ,9,600,77X5,5,3,1.5,448,,44.599998474121,45.799999237061,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.599998474121,45.799999237061,45.799999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-24,XLA25B2-V01B,XLA25-1B-S,7.28,Washed,80,0.6,10:00:00,10:20:00,Åù,9,1200,13X6,6,6,11.2,441,,34,34.700000762939,0,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34,34.700000762939,34.700000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-25,SY50M-V01B,SY5000-20-1,4.44,Washed,50,0.6,09:15:00,09:25:00,ÅZ,9,1200,93X1,1,1,9.3,467,,27.200000762939,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.200000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-25,SY30M-V01B,SY3000-20-1,3.22,NoWash,50,0.6,09:00:00,09:15:00,ÅZ,9,1200,93X1,1,1,8.1,467,,39.099998474121,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.099998474121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-26,MHY25B-V01D,P3319401-M,4.18,Washed,35,0.6,09:35:00,09:50:00,ÅZ,9,1200,93X1,1,1,5.8,454,,29.60000038147,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.60000038147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-26,MHY20B-V01D,P3319301-M,2.95,Washed,35,0.6,09:10:00,09:25:00,ÅZ,9,1200,93X1,1,1,4.1,454,,42.200000762939,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.200000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-29,MSQ30B2-V01D,P6260301-D,5.19,Washed,80,0.6,09:15:00,09:30:00,ÅZ,9,1200,106X2-E9H6019A,2,2,5.1,454,,47.299999237061,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.299999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-29,XLA25BN-V01D,XLA25-3-1B,5.87,Washed,35,0.6,08:15:00,08:50:00,Åù,9,1200,93X3-E9H6019A+106X3-,5,6,8.2,456,,42.799999237061,43.799999237061,17,18,6,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.799999237061,43.799999237061,43.700000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-29,MYB16H-V01D,MYB16LAA7163-20K,2.98,Washed,35,0.6,08:55:00,09:10:00,ÅZ,9,1200,106X1-E9H6019A,1,1,4.2,452,,44.099998474121,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.099998474121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-30,DXT192M1-V01D,DXT192-11-3,1.85,NoWash,25,0.6,08:00:00,08:40:00,ÅZ,9,600,77X2-E9J6059A+34X2-E,5,4,3.9,484,,33.900001525879,34,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.900001525879,34,34,33.799999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-01,VV14M1-V01D,DXT199-20-23,2.58,Washed,50,0.6,09:50:00,10:30:00,ÅZ,9,1200,95X2-E9H6019A+107X1-,10,3,1.5,465,,47.099998474121,48.599998474121,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.099998474121,48.599998474121,48.799999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-01,XLA25B2-V01B,XLA25-1B-S,7.28,Washed,50,0.6,08:50:00,09:40:00,Åù,9,1200,93X1-E9H6019A+95X5(,6,6,5.9,457,,33.799999237061,34.599998474121,13,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,33.799999237061,34.599998474121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-01,MXS12TB-V01D,P3800302-M-1,1,Washed,25,0.6,14:15:00,15:00:00,Åù,9,600,30X4-E15198A+56X1-E1B5198A,1,5,2,469,,31,31,13,13,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
2021-07-01,MXS25TB-V01D,P3800602-M-2,4.22,NoWash,35,0.6,15:00:00,15:40:00,Åù,9,1200,24X5-E1A5700A,5,5,4.7,473,,30.39999961853,30.299999237061,13,13,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.39999961853,30.299999237061,30.5,30.39999961853,30.39999961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-02,MXS06TB-V01D,P3800102-M-1,0.44,Washed,25,0.6,08:05:00,08:35:00,ÅZ,9,600,56X1-E1B51998A,1,1,1.8,461,,33.900001525879,36.400001525879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.900001525879,36.400001525879,30.39999961853,30.39999961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-02,MXS16TB-V01D,P3800402-M-2,1.46,Washed,35,0.6,08:35:00,08:50:00,ÅZ,9,600,56X1-E1B5198A,1,1,2.5,458,,41.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-05,DXT155M-V01D,DXT155-38-1,2.43,NoWash,25,0.6,08:10:00,08:40:00,Åú,9,1200,107X2-E9H58955,10,2,4.1,482,,53.200000762939,53.099998474121,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.200000762939,53.099998474121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-05,SY30M-V01B,SY3000-20-1,3.22,Washed,50,0.6,08:50:00,09:25:00,Åù,9,1200,107X5-E9H58955,5,5,8.1,450,,38,39.099998474121,16,17,84,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,38,39.099998474121,39,39.200000762939,38.900001525879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-05,VV10M1-V01B,DXT156-10-11,3.33,Washed,25,0.6,09:35:00,09:50:00,ÅZ,9,1200,107X1-E9H6019A,1,1,4.7,452,,37.299999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.299999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-06,MHY10B-V01D,P3319101-M,1.02,NoWash,25,0.6,08:05:00,08:30:00,ÅZ,9,600,34X2-E9J6059A,5,2,1.7,461,,31.299999237061,31.299999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.299999237061,31.299999237061,31.299999237061,31.299999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-06,MHY16B-V01D,P3319201-M,1.73,NoWash,35,0.6,08:40:00,09:15:00,Åù,9,600,34X3-E9J6059A+48X2-E9J6059A,5,5,3.6,474,,39.900001525879,35.799999237061,15,16,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.900001525879,35.799999237061,35.799999237061,35.799999237061,35.799999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-06,SY30MP-V01D,SY30M-20-E-1,4.22,Washed,25,0.6,09:15:00,09:30:00,ÅZ,9,1200,107,1,1,2.9,475,,29.5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-07,DXT192M1-V01D,DXT192-11-3,1.85,Washed,25,0.6,08:25:00,09:00:00,Åú,9,600,48X3-E9J6063A+06X7-E9J6059A+113X3E9J6075A,10,13,3.9,466,0,32,33.700000762939,13,15,21,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,32,33.700000762939,33.700000762939,33.799999237061,33.900001525879,34,33.900001525879,33.799999237061,33.900001525879,33.900001525879,34,34,34,0,0,0,0,0,0,0
2021-07-07,SY50MP-V01D,SY50M-20-E-1,6.73,Washed,35,0.6,10:35:00,11:00:00,ÅZ,9,1200,107X1-E9H5895A+88X4-E9H5895A,5,5,7.4,456,,39,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,38,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-08,DXT192M1-V01D,DXT192-11-3,1.85,NoWash,25,0.6,14:10:00,14:40:00,Åù,9,600,113X2-E9J6075A+03X4-E9J6063A,7,6,3.9,472,,33.5,33.200000762939,14,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,33.5,33.200000762939,33.099998474121,33.200000762939,50,14.800000190735,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-10,MXS20TB-V01D,P3800502-M-2,2.64,Washed,35,0.6,08:45:00,09:10:00,ÅZ,9,1200,24X1-E1A5700A,1,1,2.2,456,,47.799999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.799999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-10,MXS08TB-V01D,P3800202-M-1,0.7,Washed,25,0.6,08:25:00,08:40:00,ÅZ,9,600,56X1-E1B5198A,1,1,2.3,458,,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-10,MHY20B-V01D,P3319301-M,2.95,Washed,35,0.6,08:05:00,08:25:00,ÅZ,9,1200,36X1-E9H6094A,1,1,4.1,456,,42.200000762939,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.200000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-09,SY70M-V01B,SY7000-20-1,6.22,Washed,35,0.6,08:35:00,08:50:00,ÅZ,9,1200,36X2-E9H6094A,1,1,9,450,,19.39999961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.39999961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-09,XLA40B2-V01B,XLA40-1B-S,12.34,Washed,80,0.6,08:55:00,09:20:00,ÅZ,9,1200,36X2-E9H6094A,2,2,6.9,447,,19.799999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.799999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-09,VJ30M1-V01D,VJ3000-20-1,1.79,Washed,25,0.6,08:10:00,08:30:00,ÅZ,9,600,48X1-E9J6059A,1,1,2.5,454,,33.900001525879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.900001525879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-12,DXT155M-V01D,DXT155-38-1,2.43,Washed,25,0.6,09:20:00,10:05:00,ÅZ,9,1200,---,20,2,4.1,457,,36.900001525879,36.900001525879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.900001525879,36.900001525879,36.299999237061,36.900001525879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-10,CQ63T-V01C,C2Q63-04-J0782AK,5.53,Washed,80,0.6,09:10:00,09:30:00,ÅZ,9,1200,36X1-E9H6094A,1,1,6.6,450,,22.200000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.200000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-10,VV10M1-V01B,DXT156-10-11,3.33,Washed,25,0.6,08:50:00,09:05:00,ÅZ,9,1200,36X1-E9H6019A,1,1,4.7,448,,37.400001525879,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.400001525879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-10,MHY25B-V01D,P3319401-M,4.18,Washed,35,0.6,08:30:00,08:45:00,ÅZ,9,1200,36X1-E9H6094A,1,1,5.8,455,,29.60000038147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.60000038147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-13,SY50M-V01B,SY5000-20-1,4.44,Washed,50,0.6,08:17:00,08:40:00,ÅZ,9,1200,59X1-E9H6107A,1,1,9.3,451,,27.200000762939,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.200000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-13,VV15M1-V01D,DXT201-13-13,3.54,NoWash,25,0.6,08:55:00,09:10:00,Åú,9,1200,59X1-E9H6107A,1,1,4.2,487,,36.200000762939,0,15,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.200000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-13,DXT192M1-V01D,DXT192-11-3,1.85,NoWash,25,0.6,09:10:00,09:40:00,Åú,9,600,68X3-E9J6059A,20,3,3.9,483,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2021-07-14,VV14M1-V01D,DXT199-20-23,2.58,NoWash,50,0.6,09:00:00,12:20:00,Åú,9,1200,"42X2-E9H6094A, 59X1-E9H6107A, 185X7-E9H5799A, 92X7-E9H5895A",15,17,2,464,,48.299999237061,48.400001525879,21,22,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.299999237061,48.400001525879,48.799999237061,48.5,48.400001525879,48.599998474121,48.900001525879,48.599998474121,48.700000762939,48.599998474121,48.599998474121,48.799999237061,48.5,48.799999237061,48.599998474121,48.799999237061,48.900001525879,0,0,0
2021-07-14,APT6-V01B,APTE00-96000150-D,4.31,Washed,35,0.6,08:15:00,08:45:00,Åù,9,1200,"59X1-E9H6107A, 42X4-E9H6094A",5,5,6,462,,29.5,30.10000038147,12,12,60,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5,30.10000038147,30.10000038147,30.299999237061,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-14,DXT155M-V01D,DXT155-38-1,2.43,Washed,25,0.6,13:20:00,15:15:00,Åú,9,1200,"28X7-E9H6094A, 126X7-E9H5736A, 25X1-E9H609AA",20,15,4.1,437,,26.89999961853,25.10000038147,11,11,27,0,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.89999961853,25.10000038147,26.89999961853,26.700000762939,26.89999961853,26.700000762939,26.89999961853,26.799999237061,26.89999961853,26.700000762939,26.89999961853,26.5,26.89999961853,26.60000038147,26.89999961853,26.5,26.89999961853,26.5,26.89999961853,26.39999961853
2021-07-15,XLA40B2-V01B,XLA40-1B-S,12.34,Washed,80,0.6,15:15:00,15:35:00,ÅZ,9,1200,25X2-E9H6094A,2,2,6.9,442,,19.799999237061,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.799999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-15,SY70M-V01B,SY7000-20-1,6.22,Washed,35,0.6,14:50:00,15:10:00,ÅZ,9,1200,25X1-E9H6094A,1,1,9,447,,19.299999237061,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.299999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-16,APT4-V01B,APTE00-98000565-D,3.06,Washed,35,0.6,08:10:00,08:40:00,Åù,9,1200,"25X3-E9H609AA, 59X1-E9H609AA, 42X1-E9H6107A",5,5,6.1,441,,41.5,42.200000762939,18,19,94,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5,42.200000762939,42.200000762939,42.200000762939,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-16,XLA16BN-V01B,XLA16-3-1B,3.68,NoWash,35,0.6,13:10:00,13:55:00,Åù,9,1200,"62X2-E9H6107A, 145X3-E9H5902A",5,5,5.1,463,,34.799999237061,35,14,15,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.799999237061,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-16,XLA16B2-V01B,XLA16-1B-S,4.85,NoWash,35,0.6,08:45:00,09:20:00,Åù,9,1200,62X5-E9H6107A,5,5,6.8,452,,26.200000762939,26.5,11,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.200000762939,26.5,26.5,26.39999961853,26.39999961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-17,DXT192M1-V01D,DXT192-11-3,1.85,Washed,25,0.6,08:20:00,10:00:00,Åú,9,1200,"48X1-E9J6059A, 68X4-E9J6057A, 03X3-E9J6059A, 113X2-E9J6075A, 04X1-E9J6063A, 04X6-E9J6059A, 139X 3-E9",20,20,3.9,460,,31.200000762939,33.099998474121,13,14,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,31.200000762939,33.099998474121,33.299999237061,33.299999237061,33.299999237061,33.099998474121,33.299999237061,33.200000762939,33.299999237061,33.200000762939,33.200000762939,33.200000762939,33.299999237061,33.099998474121,33.200000762939,33.099998474121,33.200000762939,33.299999237061,33.299999237061,33.099998474121
2021-07-19,SY30M-V01B,SY3000-20-1,3.22,NoWash,50,0.6,10:15:00,11:00:00,Åù,9,1200,"145X4-E9H5902A, 37X1-E9H6011A",5,5,8.1,481,,39.200000762939,38.700000762939,17,17,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.200000762939,38.700000762939,39,39,38.900001525879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-20,VJ30M1-V01D,VJ3000-20-1,1.79,Washed,25,0.6,08:25:00,08:50:00,ÅZ,9,600,139X1-E9J6075A,1,1,2.5,444,,33.5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-20,MYB20H1-V01D,MYB20LAA7164-20K,4.44,Washed,50,0.6,09:05:00,09:35:00,Åú,9,1200,37X5-E9H6011A,5,5,6.2,451,,27.5,28.5,11,12,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,28.5,28.60000038147,28.60000038147,28.60000038147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-19,VJ10M-V01D,VJ100-16-7,0.66,Washed,25,0.6,09:45:00,10:10:00,Åú,9,600,139X1-E9J6075A,1,1,1.5,465,,43.700000762939,43.700000762939,19,19,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.700000762939,43.700000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-20,DXT155M-V01D,DXT155-38-1,2.43,NoWash,25,0.6,09:40:00,11:25:00,Åú,9,1200,"37X1-E9H6011A, 44X7-E9H6011A, 152X7-E9H5902A",15,15,4.1,479,,26.89999961853,26,11,11,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.89999961853,26,26.89999961853,26.200000762939,26.89999961853,26.5,26.799999237061,26.299999237061,26.89999961853,26.39999961853,26.89999961853,26.5,26.89999961853,26.39999961853,26.799999237061,26.39999961853,26.89999961853,26.89999961853,26.5,26.89999961853
2021-07-24,MHY20B-V01D,P3319301-M,2.95,Washed,35,0.6,08:30:00,08:48:00,ÅZ,9,1200,93X1-E9H6109A,1,1,4.1,440,,42.169998168945,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.169998168945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
